,Lost Data,Number of Iterations,Reward
1406,315.5893119,1407,-145.8421181
1407,260.7971694,1408,-130.1644021
1408,338.3779893,1409,-153.6881894
1409,270.8282089,1410,-132.1424109
1410,337.5647145,1411,-154.5007516
1411,251.9942899,1412,-125.6696047
1412,284.4668131,1413,-137.1944851
1413,262.1194241,1414,-128.6098487
1414,315.6278673,1415,-146.5290874
1415,303.5508541,1416,-142.5711469
1416,276.7673011,1417,-134.8313714
1417,297.2313812,1418,-141.0260322
1418,299.9454856,1419,-140.7702879
1419,310.4970717,1420,-145.9513909
1420,263.0891654,1421,-128.3854954
1421,297.2407028,1422,-141.1407906
1422,286.1694485,1423,-138.1537238
1423,310.3524646,1424,-144.6975988
1424,287.9303075,1425,-136.8282967
1425,256.4417765,1426,-126.3380576
1426,314.5157638,1427,-145.9854173
1427,298.6799414,1428,-141.6732943
1428,314.5576379,1429,-146.2234944
1429,285.8552465,1430,-137.4314104
1430,300.5899463,1431,-142.2816105
1431,273.1859444,1432,-131.3815032
1432,246.8908736,1433,-124.3119863
1433,304.7551977,1434,-142.4279453
1434,291.6064422,1435,-138.0923084
1435,305.7604197,1436,-143.6963104
1436,288.2169351,1437,-137.5466569
1437,283.6170815,1438,-135.9685505
1438,284.4632016,1439,-136.6588775
1439,277.497755,1440,-133.1869985
1440,272.8046364,1441,-131.7326403
1441,276.4009761,1442,-131.9393558
1442,271.6317716,1443,-132.5385066
1443,347.652611,1444,-155.2550415
1444,273.0278184,1445,-132.0490971
1445,279.4978526,1446,-135.0438946
1446,311.3873597,1447,-145.0388385
1447,337.2005857,1448,-153.2142997
1448,307.9880429,1449,-144.3033187
1449,265.4609078,1450,-130.9508346
1450,316.6636408,1451,-146.8592094
1451,259.7107369,1452,-128.7259248
1452,341.0121523,1453,-154.3502001
1453,296.4589556,1454,-140.4823133
1454,302.6302587,1455,-143.1533724
1455,290.6445583,1456,-137.243182
1456,306.4307467,1457,-144.1250073
1457,312.3675451,1458,-145.5905027
1458,314.2562225,1459,-146.5111762
1459,318.6262079,1460,-148.1037286
1460,285.8779893,1461,-136.161835
1461,283.7500732,1462,-136.1749927
1462,339.0497804,1463,-154.9508053
1463,325.9440703,1464,-150.4203319
1464,325.1640312,1465,-149.0111957
1465,252.0500244,1466,-126.1440703
1466,337.1104929,1467,-153.5945632
1467,252.0836506,1468,-125.3302879
1468,266.9009761,1469,-130.892162
1469,317.840898,1470,-146.6510005
1470,278.4581259,1471,-134.0772474
1471,300.2491459,1472,-140.6731088
1472,282.8647145,1473,-136.954817
1473,301.5396779,1474,-140.6695559
